_Comment,_Copyright,_CreationDate,_CreationTime,_SqlServerInstance_Database_AuthenticationMode,_SqlServerInstance_Database_IsCaseSensitive,_SqlServerInstance_Database_Name,_SqlServerInstance_Database_Object_#id,_SqlServerInstance_Database_Object_Name,_SqlServerInstance_Database_Object_Type,_SqlServerInstance_Database_Object_UsedBy_Object,_SqlServerInstance_Database_Object_Uses_Object,_SqlServerInstance_Database_Object_Uses_UnresolvedObject,_SqlServerInstance_Database_Username,_SqlServerInstance_Name
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,45,[Application].[Cities],Table,.[FK_Sales_Customers_PostalCityID_Application_Cities],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,45,[Application].[Cities],Table,[Application].[PK_Application_Cities],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,45,[Application].[Cities],Table,[Application].[FK_Application_Cities_StateProvinceID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,45,[Application].[Cities],Table,,.[USERDATA],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,45,[Application].[Cities],Table,,[dbo].[Application],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,46,[Application].[Countries],Table,[Integration].[GetCityUpdates],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,46,[Application].[Countries],Table,.[FK_Application_StateProvinces_CountryID_Application_Countries],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,46,[Application].[Countries],Table,[Application].[PK_Application_Countries],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,46,[Application].[Countries],Table,[Application].[UQ_Application_Countries_CountryName],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,46,[Application].[Countries],Table,[Application].[UQ_Application_Countries_FormalName],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,46,[Application].[Countries],Table,,.[USERDATA],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,46,[Application].[Countries],Table,,[dbo].[Application],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,47,[Application].[DeliveryMethods],Table,[Website].[Suppliers],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,47,[Application].[DeliveryMethods],Table,[Website].[Customers],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,47,[Application].[DeliveryMethods],Table,.[FK_Purchasing_PurchaseOrders_DeliveryMethodID_Application_DeliveryMethods],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,47,[Application].[DeliveryMethods],Table,.[FK_Purchasing_Suppliers_DeliveryMethodID_Application_DeliveryMethods],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,47,[Application].[DeliveryMethods],Table,.[FK_Sales_Customers_DeliveryMethodID_Application_DeliveryMethods],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,47,[Application].[DeliveryMethods],Table,.[FK_Sales_Invoices_DeliveryMethodID_Application_DeliveryMethods],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,47,[Application].[DeliveryMethods],Table,[Application].[PK_Application_DeliveryMethods],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,47,[Application].[DeliveryMethods],Table,[Application].[UQ_Application_DeliveryMethods_DeliveryMethodName],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,47,[Application].[DeliveryMethods],Table,,.[USERDATA],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,47,[Application].[DeliveryMethods],Table,,[dbo].[Application],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,48,[Application].[PaymentMethods],Table,[Integration].[GetPaymentMethodUpdates],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,48,[Application].[PaymentMethods],Table,.[FK_Purchasing_SupplierTransactions_PaymentMethodID_Application_PaymentMethods],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,48,[Application].[PaymentMethods],Table,.[FK_Sales_CustomerTransactions_PaymentMethodID_Application_PaymentMethods],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,48,[Application].[PaymentMethods],Table,[Application].[PK_Application_PaymentMethods],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,48,[Application].[PaymentMethods],Table,[Application].[UQ_Application_PaymentMethods_PaymentMethodName],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,48,[Application].[PaymentMethods],Table,,.[USERDATA],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,48,[Application].[PaymentMethods],Table,,[dbo].[Application],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,[Website].[SearchForPeople],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,[Website].[SearchForSuppliers],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,[Website].[SearchForCustomers],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,[Website].[ActivateWebsiteLogon],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,[Website].[ChangePassword],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,[Website].[Suppliers],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,[Website].[Customers],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,[Integration].[GetCustomerUpdates],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,[Integration].[GetEmployeeUpdates],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,[Integration].[GetSupplierUpdates],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,.[FK_Application_Cities_Application_People],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,.[FK_Application_Countries_Application_People],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,.[FK_Application_DeliveryMethods_Application_People],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,.[FK_Application_PaymentMethods_Application_People],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,.[FK_Application_People_Application_People],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,.[FK_Application_StateProvinces_Application_People],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,.[FK_Application_SystemParameters_Application_People],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,.[FK_Application_TransactionTypes_Application_People],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,.[FK_Purchasing_PurchaseOrderLines_Application_People],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,.[FK_Purchasing_PurchaseOrders_Application_People],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,.[FK_Purchasing_PurchaseOrders_ContactPersonID_Application_People],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,.[FK_Purchasing_SupplierCategories_Application_People],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,.[FK_Purchasing_Suppliers_AlternateContactPersonID_Application_People],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,.[FK_Purchasing_Suppliers_Application_People],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,.[FK_Purchasing_Suppliers_PrimaryContactPersonID_Application_People],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,.[FK_Purchasing_SupplierTransactions_Application_People],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,.[FK_Sales_BuyingGroups_Application_People],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,.[FK_Sales_CustomerCategories_Application_People],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,.[FK_Sales_Customers_AlternateContactPersonID_Application_People],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,.[FK_Sales_Customers_Application_People],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,.[FK_Sales_Customers_PrimaryContactPersonID_Application_People],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,.[FK_Sales_CustomerTransactions_Application_People],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,.[FK_Sales_InvoiceLines_Application_People],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,.[FK_Sales_Invoices_AccountsPersonID_Application_People],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,.[FK_Sales_Invoices_Application_People],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,.[FK_Sales_Invoices_ContactPersonID_Application_People],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,.[FK_Sales_Invoices_PackedByPersonID_Application_People],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,.[FK_Sales_Invoices_SalespersonPersonID_Application_People],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,.[FK_Sales_OrderLines_Application_People],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,.[FK_Sales_Orders_Application_People],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,.[FK_Sales_Orders_ContactPersonID_Application_People],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,.[FK_Sales_Orders_PickedByPersonID_Application_People],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,.[FK_Sales_Orders_SalespersonPersonID_Application_People],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,.[FK_Sales_SpecialDeals_Application_People],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,.[FK_Warehouse_Colors_Application_People],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,.[FK_Warehouse_PackageTypes_Application_People],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,.[FK_Warehouse_StockGroups_Application_People],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,.[FK_Warehouse_StockItemHoldings_Application_People],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,.[FK_Warehouse_StockItems_Application_People],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",26 June 2020,10:47:05,Windows authentication (integrated security),FALSE,WideWorldImporters,49,[Application].[People],Table,.[FK_Warehouse_StockItemStockGroups_Application_People],,,N_A,pc-cas\dev
