_Comment,_Copyright,_CreationDate,_CreationTime,_SqlServerInstance_Database_AuthenticationMode,_SqlServerInstance_Database_IsCaseSensitive,_SqlServerInstance_Database_Name,_SqlServerInstance_Database_Object_id,_SqlServerInstance_Database_Object_Name,_SqlServerInstance_Database_Object_Type,_SqlServerInstance_Database_Object_UsedBy_Object,_SqlServerInstance_Database_Object_Uses_Object,_SqlServerInstance_Database_Object_Uses_UnresolvedObject,_SqlServerInstance_Database_Username,_SqlServerInstance_Name
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,59,[pc-cas\dev].[AdventureWorks].[dbo].[db_ddladmin],Role,,,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,60,[pc-cas\dev].[AdventureWorks].[dbo].[db_backupoperator],Role,,,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,61,[pc-cas\dev].[AdventureWorks].[dbo].[db_datareader],Role,,,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,62,[pc-cas\dev].[AdventureWorks].[dbo].[db_datawriter],Role,,,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,63,[pc-cas\dev].[AdventureWorks].[dbo].[db_denydatareader],Role,,,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,64,[pc-cas\dev].[AdventureWorks].[dbo].[db_denydatawriter],Role,,,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,65,[pc-cas\dev].[AdventureWorks].[dbo].[AutoCreatedLocal],Route,,,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,66,[pc-cas\dev].[AdventureWorks].[dbo].[dbo],Schema,[pc-cas\dev].[AdventureWorks]..[dbo],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,66,[pc-cas\dev].[AdventureWorks].[dbo].[dbo],Schema,[pc-cas\dev].[AdventureWorks].[dbo].[ServiceBrokerQueue],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,66,[pc-cas\dev].[AdventureWorks].[dbo].[dbo],Schema,[pc-cas\dev].[AdventureWorks].[dbo].[uspLogError],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,66,[pc-cas\dev].[AdventureWorks].[dbo].[dbo],Schema,[pc-cas\dev].[AdventureWorks].[dbo].[__SchemaSnapshot],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,66,[pc-cas\dev].[AdventureWorks].[dbo].[dbo],Schema,[pc-cas\dev].[AdventureWorks].[dbo].[Phone],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,66,[pc-cas\dev].[AdventureWorks].[dbo].[dbo],Schema,[pc-cas\dev].[AdventureWorks].[dbo].[OrderNumber],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,66,[pc-cas\dev].[AdventureWorks].[dbo].[dbo],Schema,[pc-cas\dev].[AdventureWorks].[dbo].[AccountNumber],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,66,[pc-cas\dev].[AdventureWorks].[dbo].[dbo],Schema,[pc-cas\dev].[AdventureWorks].[dbo].[BuildVersion],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,66,[pc-cas\dev].[AdventureWorks].[dbo].[dbo],Schema,[pc-cas\dev].[AdventureWorks].[dbo].[NameStyle],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,66,[pc-cas\dev].[AdventureWorks].[dbo].[dbo],Schema,[pc-cas\dev].[AdventureWorks].[dbo].[uspPrintError],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,66,[pc-cas\dev].[AdventureWorks].[dbo].[dbo],Schema,[pc-cas\dev].[AdventureWorks].[dbo].[Flag],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,66,[pc-cas\dev].[AdventureWorks].[dbo].[dbo],Schema,[pc-cas\dev].[AdventureWorks].[dbo].[ufnGetSalesOrderStatusText],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,66,[pc-cas\dev].[AdventureWorks].[dbo].[dbo],Schema,[pc-cas\dev].[AdventureWorks].[dbo].[Name],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,66,[pc-cas\dev].[AdventureWorks].[dbo].[dbo],Schema,[pc-cas\dev].[AdventureWorks].[dbo].[ErrorLog],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,66,[pc-cas\dev].[AdventureWorks].[dbo].[dbo],Schema,[pc-cas\dev].[AdventureWorks].[dbo].[__MigrationLog],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,66,[pc-cas\dev].[AdventureWorks].[dbo].[dbo],Schema,[pc-cas\dev].[AdventureWorks].[dbo].[QueryNotificationErrorsQueue],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,66,[pc-cas\dev].[AdventureWorks].[dbo].[dbo],Schema,[pc-cas\dev].[AdventureWorks].[dbo].[EventNotificationErrorsQueue],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,66,[pc-cas\dev].[AdventureWorks].[dbo].[dbo],Schema,[pc-cas\dev].[AdventureWorks].[dbo].[ufnGetCustomerInformation],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,66,[pc-cas\dev].[AdventureWorks].[dbo].[dbo],Schema,[pc-cas\dev].[AdventureWorks].[dbo].[ufnGetAllCategories],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,66,[pc-cas\dev].[AdventureWorks].[dbo].[dbo],Schema,[pc-cas\dev].[AdventureWorks].[dbo].[__MigrationLogCurrent],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,67,[pc-cas\dev].[AdventureWorks].[guest].[guest],Schema,[pc-cas\dev].[AdventureWorks]..[guest],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,68,[pc-cas\dev].[AdventureWorks].[INFORMATION_SCHEMA].[INFORMATION_SCHEMA],Schema,,,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,69,[pc-cas\dev].[AdventureWorks].[sys].[sys],Schema,,,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,70,[pc-cas\dev].[AdventureWorks].[dbo].[SalesLT],Schema,[pc-cas\dev].[AdventureWorks].[SalesLT].[Product],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,70,[pc-cas\dev].[AdventureWorks].[dbo].[SalesLT],Schema,[pc-cas\dev].[AdventureWorks].[SalesLT].[SalesOrderDetail],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,70,[pc-cas\dev].[AdventureWorks].[dbo].[SalesLT],Schema,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductModel],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,70,[pc-cas\dev].[AdventureWorks].[dbo].[SalesLT],Schema,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductDescription],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,70,[pc-cas\dev].[AdventureWorks].[dbo].[SalesLT],Schema,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductModelProductDescription],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,70,[pc-cas\dev].[AdventureWorks].[dbo].[SalesLT],Schema,[pc-cas\dev].[AdventureWorks].[SalesLT].[uSalesOrderHeader],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,70,[pc-cas\dev].[AdventureWorks].[dbo].[SalesLT],Schema,[pc-cas\dev].[AdventureWorks].[SalesLT].[vProductAndDescription],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,70,[pc-cas\dev].[AdventureWorks].[dbo].[SalesLT],Schema,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductCategory],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,70,[pc-cas\dev].[AdventureWorks].[dbo].[SalesLT],Schema,[pc-cas\dev].[AdventureWorks].[SalesLT].[Address],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,70,[pc-cas\dev].[AdventureWorks].[dbo].[SalesLT],Schema,[pc-cas\dev].[AdventureWorks].[SalesLT].[vGetAllCategories],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,70,[pc-cas\dev].[AdventureWorks].[dbo].[SalesLT],Schema,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductDescriptionSchemaCollection],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,70,[pc-cas\dev].[AdventureWorks].[dbo].[SalesLT],Schema,[pc-cas\dev].[AdventureWorks].[SalesLT].[CustomerAddress],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,70,[pc-cas\dev].[AdventureWorks].[dbo].[SalesLT],Schema,[pc-cas\dev].[AdventureWorks].[SalesLT].[iduSalesOrderDetail],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,70,[pc-cas\dev].[AdventureWorks].[dbo].[SalesLT],Schema,[pc-cas\dev].[AdventureWorks].[SalesLT].[vProductModelCatalogDescription],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,70,[pc-cas\dev].[AdventureWorks].[dbo].[SalesLT],Schema,[pc-cas\dev].[AdventureWorks].[SalesLT].[Customer],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,70,[pc-cas\dev].[AdventureWorks].[dbo].[SalesLT],Schema,[pc-cas\dev].[AdventureWorks].[SalesLT].[SalesOrderHeader],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,71,[pc-cas\dev].[AdventureWorks].[db_owner].[db_owner],Schema,,,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,72,[pc-cas\dev].[AdventureWorks].[db_accessadmin].[db_accessadmin],Schema,,,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,73,[pc-cas\dev].[AdventureWorks].[db_securityadmin].[db_securityadmin],Schema,,,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,74,[pc-cas\dev].[AdventureWorks].[db_ddladmin].[db_ddladmin],Schema,,,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,75,[pc-cas\dev].[AdventureWorks].[db_backupoperator].[db_backupoperator],Schema,,,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,76,[pc-cas\dev].[AdventureWorks].[db_datareader].[db_datareader],Schema,,,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,77,[pc-cas\dev].[AdventureWorks].[db_datawriter].[db_datawriter],Schema,,,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,78,[pc-cas\dev].[AdventureWorks].[db_denydatareader].[db_denydatareader],Schema,,,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,79,[pc-cas\dev].[AdventureWorks].[db_denydatawriter].[db_denydatawriter],Schema,,,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,80,[pc-cas\dev].[AdventureWorks]..[dbo],User,,[pc-cas\dev].[AdventureWorks].[dbo].[dbo],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,81,[pc-cas\dev].[AdventureWorks]..[guest],User,,[pc-cas\dev].[AdventureWorks].[guest].[guest],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,82,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductDescriptionSchemaCollection],XML Schema Collection,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductModel],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,82,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductDescriptionSchemaCollection],XML Schema Collection,,[pc-cas\dev].[AdventureWorks].[dbo].[SalesLT],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[dbo].[PK___MigrationLog],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[dbo].[IX___MigrationLog_CompleteDt],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[dbo].[UX___MigrationLog_SequenceNo],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[dbo].[IX___MigrationLog_Version],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[dbo].[PK_ErrorLog_ErrorLogID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[PK_Address_AddressID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[IX_Address_AddressLine1_AddressLine2_City_StateProvince_PostalCode_CountryRegion],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[AK_Address_rowguid],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,83,[pc-cas\dev].[AdventureWorks]..[PRIMARY],File Group,[pc-cas\dev].[AdventureWorks].[SalesLT].[IX_Address_StateProvince],,,N_A,pc-cas\dev
