_Comment,_Copyright,_CreationDate,_CreationTime,_SqlServerInstance_Database_AuthenticationMode,_SqlServerInstance_Database_IsCaseSensitive,_SqlServerInstance_Database_Name,_SqlServerInstance_Database_Object_id,_SqlServerInstance_Database_Object_Name,_SqlServerInstance_Database_Object_Type,_SqlServerInstance_Database_Object_UsedBy_Object,_SqlServerInstance_Database_Object_Uses_Object,_SqlServerInstance_Database_Object_Uses_UnresolvedObject,_SqlServerInstance_Database_Username,_SqlServerInstance_Name
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,1,[pc-cas\dev].[AdventureWorks].[dbo].[ufnGetCustomerInformation],Function,,[pc-cas\dev].[AdventureWorks].[SalesLT].[Customer],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,1,[pc-cas\dev].[AdventureWorks].[dbo].[ufnGetCustomerInformation],Function,,[pc-cas\dev].[AdventureWorks].[dbo].[Name],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,1,[pc-cas\dev].[AdventureWorks].[dbo].[ufnGetCustomerInformation],Function,,[pc-cas\dev].[AdventureWorks].[dbo].[dbo],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,2,[pc-cas\dev].[AdventureWorks].[dbo].[ufnGetSalesOrderStatusText],Function,,[pc-cas\dev].[AdventureWorks].[dbo].[dbo],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,3,[pc-cas\dev].[AdventureWorks].[dbo].[ufnGetAllCategories],Function,,[pc-cas\dev].[AdventureWorks].[SalesLT].[ProductCategory],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,3,[pc-cas\dev].[AdventureWorks].[dbo].[ufnGetAllCategories],Function,,[pc-cas\dev].[AdventureWorks].[dbo].[dbo],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,4,[pc-cas\dev].[AdventureWorks].[dbo].[uspPrintError],Stored Procedure,[pc-cas\dev].[AdventureWorks].[dbo].[uspLogError],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,4,[pc-cas\dev].[AdventureWorks].[dbo].[uspPrintError],Stored Procedure,[pc-cas\dev].[AdventureWorks].[SalesLT].[iduSalesOrderDetail],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,4,[pc-cas\dev].[AdventureWorks].[dbo].[uspPrintError],Stored Procedure,[pc-cas\dev].[AdventureWorks].[SalesLT].[uSalesOrderHeader],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,4,[pc-cas\dev].[AdventureWorks].[dbo].[uspPrintError],Stored Procedure,,[pc-cas\dev].[AdventureWorks].[dbo].[dbo],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,5,[pc-cas\dev].[AdventureWorks].[dbo].[uspLogError],Stored Procedure,[pc-cas\dev].[AdventureWorks].[SalesLT].[iduSalesOrderDetail],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,5,[pc-cas\dev].[AdventureWorks].[dbo].[uspLogError],Stored Procedure,[pc-cas\dev].[AdventureWorks].[SalesLT].[uSalesOrderHeader],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,5,[pc-cas\dev].[AdventureWorks].[dbo].[uspLogError],Stored Procedure,,[pc-cas\dev].[AdventureWorks].[dbo].[uspPrintError],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,5,[pc-cas\dev].[AdventureWorks].[dbo].[uspLogError],Stored Procedure,,[pc-cas\dev].[AdventureWorks].[dbo].[ErrorLog],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,5,[pc-cas\dev].[AdventureWorks].[dbo].[uspLogError],Stored Procedure,,[pc-cas\dev].[AdventureWorks].[dbo].[dbo],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,6,[pc-cas\dev].[AdventureWorks].[dbo].[__MigrationLog],Table,[pc-cas\dev].[AdventureWorks].[dbo].[__MigrationLogCurrent],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,6,[pc-cas\dev].[AdventureWorks].[dbo].[__MigrationLog],Table,[pc-cas\dev].[AdventureWorks].[dbo].[PK___MigrationLog],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,6,[pc-cas\dev].[AdventureWorks].[dbo].[__MigrationLog],Table,[pc-cas\dev].[AdventureWorks].[dbo].[IX___MigrationLog_CompleteDt],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,6,[pc-cas\dev].[AdventureWorks].[dbo].[__MigrationLog],Table,[pc-cas\dev].[AdventureWorks].[dbo].[UX___MigrationLog_SequenceNo],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,6,[pc-cas\dev].[AdventureWorks].[dbo].[__MigrationLog],Table,[pc-cas\dev].[AdventureWorks].[dbo].[IX___MigrationLog_Version],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,6,[pc-cas\dev].[AdventureWorks].[dbo].[__MigrationLog],Table,,[pc-cas\dev].[AdventureWorks]..[PRIMARY],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,6,[pc-cas\dev].[AdventureWorks].[dbo].[__MigrationLog],Table,,[pc-cas\dev].[AdventureWorks].[dbo].[dbo],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,7,[pc-cas\dev].[AdventureWorks].[dbo].[__SchemaSnapshot],Table,,[pc-cas\dev].[AdventureWorks]..[PRIMARY],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,7,[pc-cas\dev].[AdventureWorks].[dbo].[__SchemaSnapshot],Table,,[pc-cas\dev].[AdventureWorks].[dbo].[dbo],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,8,[pc-cas\dev].[AdventureWorks].[dbo].[BuildVersion],Table,,[pc-cas\dev].[AdventureWorks]..[PRIMARY],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,8,[pc-cas\dev].[AdventureWorks].[dbo].[BuildVersion],Table,,[pc-cas\dev].[AdventureWorks].[dbo].[dbo],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,9,[pc-cas\dev].[AdventureWorks].[dbo].[ErrorLog],Table,[pc-cas\dev].[AdventureWorks].[dbo].[uspLogError],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,9,[pc-cas\dev].[AdventureWorks].[dbo].[ErrorLog],Table,[pc-cas\dev].[AdventureWorks].[dbo].[PK_ErrorLog_ErrorLogID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,9,[pc-cas\dev].[AdventureWorks].[dbo].[ErrorLog],Table,,[pc-cas\dev].[AdventureWorks]..[PRIMARY],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,9,[pc-cas\dev].[AdventureWorks].[dbo].[ErrorLog],Table,,[pc-cas\dev].[AdventureWorks].[dbo].[dbo],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,10,[pc-cas\dev].[AdventureWorks].[SalesLT].[Address],Table,[pc-cas\dev].[AdventureWorks]..[FK_CustomerAddress_Address_AddressID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,10,[pc-cas\dev].[AdventureWorks].[SalesLT].[Address],Table,[pc-cas\dev].[AdventureWorks]..[FK_SalesOrderHeader_Address_BillTo_AddressID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,10,[pc-cas\dev].[AdventureWorks].[SalesLT].[Address],Table,[pc-cas\dev].[AdventureWorks]..[FK_SalesOrderHeader_Address_ShipTo_AddressID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,10,[pc-cas\dev].[AdventureWorks].[SalesLT].[Address],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[PK_Address_AddressID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,10,[pc-cas\dev].[AdventureWorks].[SalesLT].[Address],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[IX_Address_AddressLine1_AddressLine2_City_StateProvince_PostalCode_CountryRegion],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,10,[pc-cas\dev].[AdventureWorks].[SalesLT].[Address],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[AK_Address_rowguid],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,10,[pc-cas\dev].[AdventureWorks].[SalesLT].[Address],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[IX_Address_StateProvince],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,10,[pc-cas\dev].[AdventureWorks].[SalesLT].[Address],Table,,[pc-cas\dev].[AdventureWorks]..[PRIMARY],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,10,[pc-cas\dev].[AdventureWorks].[SalesLT].[Address],Table,,[pc-cas\dev].[AdventureWorks].[dbo].[Name],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,10,[pc-cas\dev].[AdventureWorks].[SalesLT].[Address],Table,,[pc-cas\dev].[AdventureWorks].[dbo].[SalesLT],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,11,[pc-cas\dev].[AdventureWorks].[SalesLT].[Customer],Table,[pc-cas\dev].[AdventureWorks].[dbo].[ufnGetCustomerInformation],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,11,[pc-cas\dev].[AdventureWorks].[SalesLT].[Customer],Table,[pc-cas\dev].[AdventureWorks]..[FK_CustomerAddress_Customer_CustomerID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,11,[pc-cas\dev].[AdventureWorks].[SalesLT].[Customer],Table,[pc-cas\dev].[AdventureWorks]..[FK_SalesOrderHeader_Customer_CustomerID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,11,[pc-cas\dev].[AdventureWorks].[SalesLT].[Customer],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[PK_Customer_CustomerID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,11,[pc-cas\dev].[AdventureWorks].[SalesLT].[Customer],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[IX_Customer_EmailAddress],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,11,[pc-cas\dev].[AdventureWorks].[SalesLT].[Customer],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[AK_Customer_rowguid],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,11,[pc-cas\dev].[AdventureWorks].[SalesLT].[Customer],Table,,[pc-cas\dev].[AdventureWorks]..[PRIMARY],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,11,[pc-cas\dev].[AdventureWorks].[SalesLT].[Customer],Table,,[pc-cas\dev].[AdventureWorks].[dbo].[Name],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,11,[pc-cas\dev].[AdventureWorks].[SalesLT].[Customer],Table,,[pc-cas\dev].[AdventureWorks].[dbo].[Phone],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,11,[pc-cas\dev].[AdventureWorks].[SalesLT].[Customer],Table,,[pc-cas\dev].[AdventureWorks].[dbo].[NameStyle],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,11,[pc-cas\dev].[AdventureWorks].[SalesLT].[Customer],Table,,[pc-cas\dev].[AdventureWorks].[dbo].[SalesLT],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,12,[pc-cas\dev].[AdventureWorks].[SalesLT].[CustomerAddress],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[PK_CustomerAddress_CustomerID_AddressID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,12,[pc-cas\dev].[AdventureWorks].[SalesLT].[CustomerAddress],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[AK_CustomerAddress_rowguid],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,12,[pc-cas\dev].[AdventureWorks].[SalesLT].[CustomerAddress],Table,,[pc-cas\dev].[AdventureWorks]..[PRIMARY],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,12,[pc-cas\dev].[AdventureWorks].[SalesLT].[CustomerAddress],Table,,[pc-cas\dev].[AdventureWorks].[dbo].[Name],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,12,[pc-cas\dev].[AdventureWorks].[SalesLT].[CustomerAddress],Table,,[pc-cas\dev].[AdventureWorks].[dbo].[SalesLT],,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,13,[pc-cas\dev].[AdventureWorks].[SalesLT].[Product],Table,[pc-cas\dev].[AdventureWorks]..[CK_Product_StandardCost],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,13,[pc-cas\dev].[AdventureWorks].[SalesLT].[Product],Table,[pc-cas\dev].[AdventureWorks]..[CK_Product_ListPrice],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,13,[pc-cas\dev].[AdventureWorks].[SalesLT].[Product],Table,[pc-cas\dev].[AdventureWorks]..[CK_Product_Weight],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,13,[pc-cas\dev].[AdventureWorks].[SalesLT].[Product],Table,[pc-cas\dev].[AdventureWorks]..[CK_Product_SellEndDate],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,13,[pc-cas\dev].[AdventureWorks].[SalesLT].[Product],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[vProductAndDescription],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,13,[pc-cas\dev].[AdventureWorks].[SalesLT].[Product],Table,[pc-cas\dev].[AdventureWorks]..[FK_SalesOrderDetail_Product_ProductID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,13,[pc-cas\dev].[AdventureWorks].[SalesLT].[Product],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[PK_Product_ProductID],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,13,[pc-cas\dev].[AdventureWorks].[SalesLT].[Product],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[AK_Product_Name],,,N_A,pc-cas\dev
"This report was created using SQL Dependency Tracker
from Red Gate Software Ltd.

Visit www.red-gate.com for more information.","SQL Dependency Tracker, Copyright © 2005-2018 Red Gate Software Ltd",24 June 2020,15:29:56,Windows authentication (integrated security),FALSE,AdventureWorks,13,[pc-cas\dev].[AdventureWorks].[SalesLT].[Product],Table,[pc-cas\dev].[AdventureWorks].[SalesLT].[AK_Product_ProductNumber],,,N_A,pc-cas\dev
